lyrics,mood,embedding,reduced_embedding
come santa law come santa law right santa law lane given blitzen render pulling rein cell ringing child singing merry bright sang stocking say prayer santa law come tonight come santa law come santa law right santa law lane got bag filled toy boy girl,1,"[-6.18222868e-03  3.03269690e-03 -1.83864553e-02 ...  2.08967342e-03
  6.12339427e-05 -5.60473092e-03]","[-0.02548498399992162, 0.042112473512938044, 0.15189916026213177, -0.060607267415824416, 0.07068783055543384, 0.034177007910022345, 0.0128655487816506, 0.0671536351225072, 0.06588787765343093, -0.07827446416675252, 0.0013279175715773719, 0.05644765965504483, 0.010038522900954397, -0.021698142680146627, -0.03088940924193926, 0.04490344116272581, -0.005866049295591988, -0.01050922248462891, -0.042544114150491315, -0.028200988178816316, -0.005056987284060614, -0.002686856981601779, -0.06547337406410716, -0.013335884095984433, 0.007488885803731855, 0.005972092735816554, 0.030160909657706667, 0.016885800291260036, -0.003911304515205829, -0.0006318441756971251, -0.042912732720661595, 0.036735639918800446, 0.03685331082253916, 0.041892940010836766, 0.036584530617297766, -0.02969621898938576, -0.012273784190274094, 0.017523434192629597, 0.04438506687460022, -0.029670818236785197, -0.08321970774153438, -0.06955510474628332, 0.024154759896186425, -0.007535259132800199, 0.031030680242980533, 0.0028182363092076664, -0.075983622875999, -0.017022118535500508, 0.04236646426665316, 0.05807641057049396]"
crucified word oh crucified word oh ooh sometimes cause tremble tremble tremble tremble tremble crucified word took cross took cross,3,"[-0.02361753 -0.03266226 -0.0065471  ... -0.00417603 -0.00166425
 -0.01521219]","[0.05284178405466942, -0.058489288797464595, -0.02244050605167953, -0.07890608169728364, 0.023819597409015316, 0.005560235473978292, 0.052636107093998026, 0.12393568016812077, -0.003412954294029204, 0.016392536012608813, 0.043582771917372864, 0.010472775336021175, 0.0398301383198665, 0.02360255595252596, -0.05944001705042717, 0.0697748452700224, -0.06000379044038643, 0.020366923241227144, -0.014413783531919343, -0.06152880841985545, 0.052339537881192603, 0.04003810038005162, 0.03225337615297845, 0.02125809529773826, 0.00784448141979911, 0.026069288478166013, 0.012919687806884711, 0.030212652792977128, -0.05456692424647021, -0.0021067479051044406, -0.005960882508649395, 0.0004367222575901547, -0.02113824462705614, 0.014295997406696065, 0.05083180614370128, 0.03250374979158103, -0.021310822561384824, 0.01909346590361631, -0.02877847525889723, 0.0015109009637011687, 0.0007255969603923086, -0.016023404565131027, 0.06551404546796187, 0.02548985257919418, -0.015271127038266975, -0.013498404443600232, 0.03746816832518048, -0.023978968081894477, -0.05746980391538863, 0.01039994920954357]"
cashmere hill filled evergreen flowing cloud meet sea granite cliff big sur mount referee crimson sunset golden dawn mother deer newton yawn big sur sky big sur mount belong,1,"[ 0.01580604 -0.00476906 -0.00338551 ... -0.01822377 -0.00642514
 -0.02797851]","[-0.005591395739055911, -0.14547491839894305, 0.14161947079512943, -0.00825010333393389, 0.026506327240422307, 0.017216125567944832, -0.014514143362378022, -0.053184714119427726, -0.04578811176295617, 0.04858004377389144, 0.007834387125485134, 0.013293637416072247, 0.005532987703241806, 0.03463202125255023, -0.006672902181174078, -0.022507612345096035, 0.02575790805065228, -0.08109292030535423, 0.03690711360141977, -0.00892259828942684, -0.0032343118249419257, -0.04254857901801922, -0.004453767233825133, 0.0055711326404912845, -1.6294086682821864e-05, 0.020023681855663823, 0.045269344586894085, -0.036443853166288113, 0.042006989468702904, 0.0050417098299339715, 0.05861458080384884, -0.03398924098844484, 0.0314912860132893, 0.016164353453593593, 0.016220091214864164, 0.032345836821958095, -0.047453250151477444, 0.0020417857224985215, 0.027646590848019452, -0.003579051721151542, -0.013021446031136223, -0.03993862938565894, -0.002121946632196681, -0.050528228937409686, 0.0058970746700401505, 0.04249722246805691, -0.0031247053712871583, 0.04017119835312214, -0.03354036809231091, -0.004227465522539005]"
take see good without take lip want lose take arm,2,"[-0.01995252 -0.00155022  0.04077683 ... -0.00505492  0.00424993
 -0.02398803]","[0.023916999053245038, 0.03858022687466784, -0.08301640223141997, -0.0020010101177141562, 0.06633902552853732, -0.005976508742964755, -0.09900018053167932, 0.012268097268257153, -0.020792036156054582, 0.08392522336508214, -0.037514524739582555, 0.030695877923084335, -0.006306010678351739, -0.037967899720677364, 0.02402124600500467, -0.041995064698062474, -0.001979189401283959, 0.049796592029916396, 0.09209437783189689, 0.014961434580378623, 0.019796180147227553, -0.023970019352673084, -0.015373016965354123, -0.035894871259081834, -0.01989103703122754, -0.00944408875819926, -0.03277714771324645, -0.003954501671136733, -0.04684109055038446, -0.03339129944141485, -0.024089721393488722, -0.08950867802180683, -0.011617900050344398, -0.017554304391579945, -0.03172995228305776, 0.010148414627471335, 0.008923420005519087, 0.018925509615920922, -0.023350363330198687, 0.0022188538674746466, -0.01226451412595085, 0.008185997382217976, -0.02492201057074342, 0.013907982599232671, -0.0035085544925515574, -0.005240939748707064, -0.013748634285032528, 0.0236746507205787, -0.032853899264587046, -0.04315967804088427]"
crazy crazy feeling lonely crazy crazy feeling blue knew would love long wanted someday would leave somebody new,2,"[-0.01788291  0.00122603  0.01931667 ... -0.00788569  0.01667073
 -0.01757009]","[-0.1712877996897923, 0.023040182596368856, -0.067549123787137, -0.021372289591779437, 0.005998487048499167, -0.037955481678534436, 0.0497495399140447, -0.07888440791499683, 0.057442614859054504, 0.05444804552772647, -0.03147447194557671, -0.11719239931567468, 0.033046505103739715, 0.004785215458458777, 0.008262048647457382, 0.030856791195199965, 0.034704918865342965, -0.011219846299724156, -0.016059064425148047, -0.023350862400697135, -0.05473184595862793, -0.013761794260528516, -0.0006321559208605516, 0.003167525977971287, 0.044806920754226445, 0.0170655205686232, 0.02961777175971631, -0.020208644351073016, -0.010965784930723341, -0.005885569396281129, -0.009074844709455604, 0.02663828218957691, 0.00535337271875134, -0.012416096467626382, -0.003956825675337365, 0.027651619354848625, 0.008636190355613138, -0.03373469649400957, -0.01085192251931779, -0.002414731185864163, 0.02280712225037868, 0.05379883611678284, -0.003821490552829359, -0.003164969840811982, 0.04342849806987878, 0.029007709386908522, -0.024147110083688757, 0.06461463188135128, 0.02761306513219491, -0.009848722156076368]"
want see alone want catch want morning light exploded face radiates escape love til end want tell nothing want hear want say oh take never know want hear catch breath,2,"[-0.0086741   0.02001195  0.02482564 ...  0.00151357  0.01956574
 -0.02285149]","[-0.07884240660355205, -0.038296009903322714, -0.04509407745433815, -0.05284498607016524, -0.04713653218678096, -0.009977838944883728, -0.05861676838408015, -0.01397006089065706, -0.027920385611127193, -0.006037623280273226, -0.09022891456873396, 0.00968841740889165, -0.01617242420719869, -0.011233471804120983, 0.07679867720773001, -0.020093254006870807, 0.017030818500907204, -0.03578537625384342, 0.06549436903410727, -0.0001939633450781486, 0.017546496089033334, -0.02337726347044709, 0.02853712552685572, 0.03307085668106445, -0.023333946801459438, -0.0043932690531607805, -0.020720915488038623, -0.011850254745886355, -0.05990902881552744, -0.017384011911080667, -0.06906158417643227, -0.01331973307664314, -0.012848458176126799, 0.0009712397011274639, -0.015888870267097677, -0.03053196416904503, -0.029624793146751628, -0.019177625058289374, 0.047886842471712536, -0.022454344529491816, -0.0286448629052106, 0.01626021370378281, 0.06857857478997428, -0.03886356388862312, -0.011313168306498362, 0.016103580754538778, 0.0005014432978048556, 0.03103049738318585, 0.016671621504278884, 0.02208637657841385]"
giving road friend going keep free clean wear skin like iron breath hard kerosene mamma boy favorite one seems began cry said goodby sank dream broncho bandit boy horse fast polished steel wore gun outside part honest world feel broncho met match know desert mexico nobody heard dying word oh way go,3,"[-0.00920113  0.00260629  0.00345303 ... -0.00660701  0.00552207
 -0.00203426]","[0.03802878544640886, 0.031633948856525124, 0.027369904717829817, 0.03105449570331429, -0.019311706141502218, 0.013102455600294894, 0.1178177978640321, -0.015466887129244971, 0.007431149313230694, 0.04246448577618116, 0.03980678897601126, 0.029587762464813667, 0.01953996410379414, 0.02484647547035396, 0.02159334958489517, -0.01615979172731479, 0.013529318022218302, -0.020211833032738637, 0.08275898380329905, -0.03580179118110605, -0.03531933456628875, -0.056879680023480095, -0.02592961054210238, -0.024053686806096368, 0.03771710339906432, 0.005254551266048041, 0.045751300430483983, -0.058243661551263246, 0.046176775274682294, -0.01762095890373565, -0.007668398983671683, -0.023659245269987094, -0.01992226519136284, 0.025895638763755845, -0.027976834358816184, -0.0136307875611261, -0.030133422412991277, 0.010826199447099132, -0.030460718862632966, 0.010156884150149797, -0.026946644856804876, 0.03283927621644215, 0.012547465274093561, 0.05093242223670534, -0.03623435310137583, -0.0435456218043098, 0.021570615900964627, -0.022466866870186487, -0.005101118477505393, 0.007254976164747147]"
turn vcr one year james grown tami show tape year sit old car one year old battery running ran year year turn radio static hurt ear well would go year turn sterno played year year otis wedding song world running make best still around world running make best still around,3,"[-0.0085341  -0.02052035  0.01658683 ...  0.01947508 -0.00084499
 -0.01234384]","[0.012488806177226615, 0.03841842788295522, 0.0585058886791025, 0.06880827004122869, 0.0057468519245786834, 0.005893940491857588, 0.004327555697733152, 0.050258809618253554, 0.04014470730993323, -0.00840217881024907, 0.05271237421193767, -0.0805241811583239, -0.022076730267334966, -0.0695304537105215, -0.007330628427539822, -0.054994367292459316, -0.05181372765731109, 0.009547413784200348, -0.02887305335829576, 0.0004211237135153483, -0.022991498808063813, -0.007911173822234866, -0.03782580308194256, 0.03538172984750353, 0.004301195834388506, 0.04648292267329327, -0.055770246812747906, -0.008490255769788228, -0.01903873340094965, -0.027016673744057657, -0.0416022856554085, 0.10601299492780063, -0.01850058567838916, 0.02772236114454473, -0.014897243420431132, 0.0056427138168680885, 0.007427645455954108, 0.036336928259940886, 0.005187545227245363, -0.022292183675840124, -0.07449471253092967, -0.007169683865420348, -0.023080211140773754, 0.04920571601377757, -0.038673701972085084, -0.026617817515715375, 0.059524557339094654, -0.023993097410941255, 0.024467685120757, 0.04373554702072115]"
george bone folly barton irish yearwood emmylou harris dirt clay color blood twelve acre farm ridge south tennessee left sweat land behind mule watched grow old row trying grow corn cotton ground poor grass grow,3,"[-0.01946994 -0.00156308 -0.00134113 ... -0.00192471  0.0020584
 -0.01220985]","[0.06413066200962297, -0.06166827320103825, 0.10578849216735844, 0.04895557045933821, 0.08958973912569546, -0.020578952963417253, 0.1105620460678123, 0.00171051977024279, 0.029217704809072566, 0.029109889374984044, 0.08609483483024029, 0.021852131917420883, -0.016233720755709745, 0.017788979644090243, 0.013414533029968336, -0.024356538615744442, 0.020530963375423848, 0.020454332228008593, 0.05591324738112891, 0.005179890991189257, -0.030613146774482212, 0.006233614660145329, -0.013093486192671745, 0.03546986631746308, -0.01746358075313269, 0.04403198762952, 0.0144313890178809, -0.014580533471894856, 0.0030359519691977557, -0.0448419022292275, 0.004885947822007831, -0.0036281486554427087, 0.015151998691342294, 0.009109629665885218, 0.007712427441839158, 0.0778913943218284, 0.0072195391230864365, -0.0016878398136036515, 0.03428621269301849, -0.010083921100210152, 0.04993334978332299, -0.023519509023764137, -0.03353156254526049, -0.012836745618142686, -0.02028509304446735, -0.004025538417896353, -0.003626576378341283, 0.04322304358429143, -0.00947299605018092, 0.016708663631198203]"
latest sun sinking fast race nearly run longest trial past triumph begun oh come angel band around stand oh dear away snow white wing,2,"[-0.00644576 -0.01287039 -0.00442046 ...  0.00444511 -0.00989055
 -0.00644224]","[-0.011866351785546387, -0.13244882450167494, 0.0876645980360993, 0.03820939756289084, 0.033713231322290656, 0.028996096694635, 0.028039575286325575, 0.046110082460967414, -0.010607179869283917, 0.010262000976502155, -0.019999392291135898, -0.005948839784808057, 0.09083672091840628, -0.04891480324345579, -0.04771451868722248, -0.0777437232153731, 0.02246085747169883, -0.008294173173080925, -0.07223298972558467, -0.01970820251982241, -0.05632282930789837, 0.05751124004029794, 0.010386170016934681, 0.02084128561772056, 0.017288305889997465, 0.06477738302238319, -0.023333856649905088, -0.014485570878896773, 0.004515985415406945, 0.04374683760966868, -0.018215101000750647, -0.01733912682029253, 0.021138100184376254, -0.0012488155835699267, -0.00870345209339663, -0.003470563453537445, -0.01779308413242097, 0.03157344336798109, 0.060880775148212586, -0.016073514988576936, -0.037320328720253836, -0.01922580965602351, 0.018836623073134977, 0.06935513836456426, 0.008859492039374467, 0.02328139759846208, 0.012996593864595842, -0.015908134188106063, 0.026836518181609408, 0.054128273731956236]"
love love strange love faded kind day love love love think going fall even held hand mean thing love love never say love know love,3,"[-0.01277954 -0.00299989  0.00906634 ... -0.02233253  0.01969262
 -0.03610536]","[-0.1618922420095551, -0.027193856040990876, -0.08647217891989534, -0.023480885776116317, 0.009696177869968792, -0.01186014370987344, 0.0273496653660986, -0.03077686852310403, -0.01873845590718926, 0.03630206762316967, 0.013994905657161947, -0.00020278060992093912, -0.040496690716101895, -0.01952150302148721, 0.033470620848642565, 0.00425608301886944, -0.05323973910923733, -0.015749656396662242, -0.0035259290487587892, 0.005158636929999558, -0.015453263817640278, 0.0639204428442278, -0.017406990386223464, 0.011284309476753164, 0.04047026314474905, -0.0015632027414252646, 0.009500840570719359, 0.052627925013940584, -0.03499000507344169, -0.027470929919066477, 0.0045632782976944815, 0.008421392184015395, -0.030454756477042103, -0.014022440192512737, 0.006081102125083198, 0.06170046146241188, 0.001975064325619078, -0.018560359558680354, -0.037259958143576445, 0.035704697693802835, -0.0057249176788255795, 0.003363842426497837, 0.0004009982372259411, -0.039926391372667756, -0.019455607203328305, 0.03601537466131173, 0.02895609044246479, 0.002410387159073981, 0.07749339766227176, -0.006310505369800751]"
never know much miss never know much care tried still could hide love,3,"[ 0.01268411  0.00214321  0.0088108  ... -0.00770697  0.00844726
 -0.01862628]","[-0.09708905901401824, 0.0065218673797654645, -0.10553097137879212, 0.021150832267877166, 0.05967597216748345, -0.04693192819104026, 0.04117549685164943, -0.036569505535676644, -0.05454814999039163, 0.02305681025576879, -0.00877507789482482, -0.0736386998701733, -0.003933712458685477, 0.006747255037818817, 0.03682037079074255, 0.01845525785624525, 0.034273874041019246, -0.0011181636989600224, 0.014362430414721671, 0.06840169831819853, -0.05131006703837982, 0.015306375729232975, -0.03969040728068017, 0.01999858935574605, 0.012046959608802851, 0.03961519759241661, 0.05255834099836208, 0.041435519694581, -0.02448149993093156, -0.007364484579923186, 0.028408775306180124, -0.1006760841522442, -0.07790725414083563, 0.032346097853414774, 0.026641242919758966, -0.03378836613978866, -0.010791964878766203, 0.014855467265584612, 0.01679395449912758, 0.04338734444966349, -0.02810968734151673, -0.0013808874785066275, 0.041728670411600256, 0.014758804400677844, 0.008654359180249047, -0.022342711957397024, 0.0064942096590135685, -0.017845323553499742, 0.015574206350333816, 0.038838465030296115]"
flame followed followed moan arc came riding dark dark moon keep armor bright armor bright man get smoke night smoke night said tired war ooh want kind work ooh wedding dress something white ooh wear upon swollen appetite adada ladada alalala alalala alala well glad hear talk way ooh know watched riding every day n something year win cold lonesome heroine,3,"[ 0.00144907 -0.01257652 -0.00665205 ...  0.00886246  0.01568774
 -0.01589562]","[-0.021342209537646515, -0.020030175866209796, 0.09049541733948703, -0.05722461898231553, -0.021124545671436727, -0.025483897035767783, 0.05708261498947632, -0.028156036621037477, -0.017486066667161324, -0.00537362214834822, -0.04161236272696055, 0.058784428038255475, 0.031155489881605238, 0.00027029528783255015, -0.004207181938594388, -0.012833494741687271, 0.05029252040129687, 0.03532858131143199, -0.0028864707628045334, -0.01273110958505648, -0.07937902472017651, 0.04371859492767047, 0.0021556035908278513, 0.0016207561871119612, 0.009573938124009867, 0.034593652222578056, -0.04602425245936718, -0.013787197373264056, -0.031918344101892863, -0.022144118030265746, -0.007634850515687583, 0.02421290159283802, -0.000870430276774862, -0.02559563792673577, 0.051944830237842195, -0.028342200569030435, -0.04964568235452463, 0.036175751910318334, -0.008149524978901387, -0.03360265453908777, 0.004539821453022985, -0.026304377743458337, 0.027851924067414564, -0.0008506743209652438, -0.034317157349825385, -0.007891942302162067, 0.02109027646275429, 9.100553943440184e-05, -0.013833132811104612, 0.013314453413777166]"
loved gave much love love world cried thought foolish proud let say goodby,3,"[-0.01836109 -0.00865557 -0.00279222 ... -0.01557871  0.01110984
 -0.0157887 ]","[-0.108480249278612, -0.03576006053507761, -0.11041691942164197, 0.008767968560241231, 0.10767462316705949, 9.321007428222569e-05, 0.06823720486266537, 0.030148889486227386, 0.03227904444165623, 0.015611112197561488, 0.06765736277082197, -0.038177711894998294, -0.022578162357845096, -0.027661199422827996, 0.038969082143448075, -0.021275327097311527, -0.010280409469376877, -0.01624470400077991, 0.02052026040717751, -0.026419152199744802, 0.024418770380689504, -0.0008920719899807979, 0.04264856996215177, -0.059381067212861745, 0.0016303563288138923, -0.029219544454884634, 0.024189056424223386, -0.01163728421492478, 0.014158482889241344, -0.04635401438984416, 0.021440923036602135, 0.026615649100508794, -0.051420965521880406, 0.0036081181546039317, -0.014665498876878017, 0.0441402491325546, -0.05730458851001332, 0.035600661787374636, -0.06311815500121594, -0.014547728734047577, 0.057938177123052034, 0.03551555907574944, -0.03292279935817081, 0.022730390683013555, 0.062475876657075095, 0.04234711937527856, 0.026735661592793114, 0.005645499995976069, 0.03822197886069282, 0.030267702469287158]"
one two three baby mess around love know sure really want stand see walk door ah try fight feeling thought alone killing right thank god mon dad sticking two together know cmon key key key key key key key key think got oh think got got get nothing get together oh get together separate always better feeling involved,1,"[-0.00613466  0.00249824  0.01240482 ... -0.02299397  0.02140865
 -0.02540583]","[-0.0486538086379523, 0.14308048282771416, -0.07745799679567927, -0.003475040443371755, 0.010264019684831736, -0.02365526642765746, -0.007266396393087895, 0.09555528901415454, 0.04866885231724492, -0.008668284047136392, -0.028444355183500636, -0.004947618582844598, -0.021636625119901, 0.07641997421349582, 0.03328416874929527, -0.010720549875394373, -0.03325558527928712, -0.03311064258193405, -0.042186512256989626, 0.057408333979421286, 0.012123382548395909, 0.04385839939209185, -0.024021188048761744, -0.05803306002993535, -0.005967192031622637, -0.019158043038591897, -0.007933626025022294, -0.010757809461676482, -0.00022881820761339416, -0.016506932155202828, 0.007820748910763998, -0.034624286095478636, -0.0056078424048997405, 0.01687604091519104, 0.03893729698545618, -0.017817792064758163, 0.004787936581525956, -0.04037790787107281, 0.017219348308022752, -0.005414234968725623, -0.01792883874051211, 0.05388653583753071, -0.0587131311143806, -0.06524038286563875, -0.026622918109292668, 0.021285632090805164, -0.029438800856338394, 0.04527538750292939, -0.023106307188233248, -0.014415313142657505]"
double dare come double dare lend ear take high hat let u get friendly scared cat,1,"[-0.02202943 -0.00234294 -0.00542863 ... -0.01853813 -0.00566481
 -0.02630114]","[0.05752732083940075, 0.050432603114446126, 0.057645721530064475, -0.047124199883628946, 0.05327557649467191, -0.03482008597566486, -0.08953945380637053, 0.03374179692657625, -0.06649097963736893, 0.04217791020454574, -0.018097564349423976, 0.03384633000263289, 0.02725766753693731, -0.08641962102250883, 0.07105682933440215, 0.05106753393226992, 0.008589656244875324, 0.08047355318149893, -0.018019099201901197, -0.013032645590829275, -0.013175051860506258, -0.033068283386425715, -0.021308209345275258, -0.0501340387635567, 0.08830055213141413, -0.005223013614767051, 0.007638273027855928, -0.03960466623368806, -0.010581304619338464, 0.023528079361859067, 0.0309147803439722, -0.02066896612358303, -0.0549002132766937, 0.0030084731103957145, -0.03534483654982903, -0.05303207504023759, 0.047613753003910415, 0.007925819440500437, 0.020344127423968555, 0.04098407553780351, 0.00029402914240423805, 0.002902548548279213, -0.0294706572403457, -0.03339716715269523, -0.042171222516483295, -0.00804791351045439, 0.037689979492016905, -0.06263176667935054, -0.02395567925086029, 0.056933687111958634]"
men year ago cold dark night someone killed death town hall light scene agreed layer ran looked lot like walk hill long black veil visit grave night wind wail nobody know nobody see nobody know,3,"[ 0.00643688 -0.01677839 -0.01112715 ... -0.0141888  -0.00867243
 -0.01482271]","[0.08639924708403199, -0.09938892483953639, 0.08170428387738923, 0.09103708853365343, -0.003353449176931359, -0.05534541592312547, 0.08732815462591695, -0.01802743489333779, -0.014437705745673721, -0.09984472626526789, -0.12363025782826004, -0.06663559309823489, -0.005599931011115129, 0.011150107154330971, 0.0294065377952572, 0.06082222754367256, -0.05014647515617437, -0.012382724219939068, -0.013756428675008012, -0.006435262198573885, -0.03380216363204205, 0.057632758159517496, -0.009780881196364678, 0.028871286070122397, 0.03430545149833878, -0.059221455396184036, -0.03177033309654736, 0.04215238496981703, 0.0032843660838172708, -0.08388534047122273, 0.005895750697199818, 0.002810074686397607, 0.041608671021376886, 0.0018772149656901427, 0.01767020690186317, -0.007505504807917059, 0.0059197033889231265, -0.02331123765686459, -0.037828622134251186, -0.04505355548572507, 0.000935293810101068, -0.07792577379372195, 0.0152601986037284, -0.06494665685460374, 0.03879965786210155, -0.007836727290193865, 0.0321592785792415, -0.005384056785698526, -0.005865140081043526, -0.00648034463324049]"
time u day chain torn courage born love free time dream long denied flourish love must hide time u last see life worthwhile love,2,"[-0.00284763 -0.02406042 -0.00434367 ...  0.00138341  0.00509341
 -0.01639795]","[-0.06304315343525338, -0.10391019351439595, -0.07982668900937676, -0.005049679619619279, 0.01566429372734935, 0.06968311216879895, 0.05095501680671111, -0.04402557758807768, 0.034720427376426985, 0.038911842041789, -0.0189315945905604, 0.02010795983260585, -0.04934749435013514, -0.04784233558364243, -0.013715979641661801, -0.055310964659078025, -0.07676297889218522, 0.05015094332802448, 0.01333392991659949, 0.005207064549301546, 0.014696971951754194, -0.008373511021322323, -0.05025890868154475, 0.016841267467592392, -0.017671515813303656, -0.017945834202676984, 0.03807988845162374, 0.004756446498855777, -0.01829007213542633, 0.037528754516087885, -0.005907778102861595, 0.0011235190971884712, -0.026706015012765188, 0.011499013316947382, 0.03321964419315276, 0.009947659829878852, 0.05513891086596407, 0.023888542794949418, 0.012442701643256232, 0.025440065968147595, 0.003358212054342054, 0.0030666650330927977, 0.01148592671701358, 0.0045894231872991974, -0.007875936589547735, -0.008410796861556914, 0.01136252210032071, -0.011047533680324193, 0.005785825690150319, 0.030686684041488905]"
high hilltop overlooking city see bright light gleam somewhere dancing dingy bar room lure gay life take place dream,3,"[ 0.00544668 -0.00283414 -0.01254156 ... -0.01380887 -0.00537397
 -0.01959835]","[-0.004865837459989045, -0.03732855684781234, 0.1473056547447469, -0.02379990814156594, 0.02278652268998088, 0.01645829490539247, 0.01870119427783917, -0.17052616567246018, -0.03463010926288531, 0.0227457421367192, -0.07956616646754137, -0.024620660555701387, -0.0006795206461921357, 0.007945639232158129, -0.04156746954020041, 0.047666762391100057, 0.020259010777869273, 0.08330910024180344, 0.029327983276732732, 0.00022505124772069802, 0.05482584494719522, 0.0011861561976034983, 0.011605204949117764, -0.04366923152900422, -0.05420146925873339, -0.018111827953121693, 0.04949600671252073, -0.00341738999925988, -0.01268076748044025, -0.0223183232730463, -0.014252331681033244, 0.01811876192515664, -0.002818244042156653, 0.02571616171699651, 0.0028533132569417514, -0.021554144745332664, -0.0038148376806167667, -0.03053754527261372, 0.03420718991983717, -0.03146697277965042, 0.030418721651743884, -0.004185697717527604, -0.027911494801254707, -0.04627523468084343, 0.01298834095888268, -0.007331169286525156, 0.01699083345788874, -0.01699002611986394, 0.02503679763848347, 0.007502519390342864]"
oh oh love oh let go oh ooh tell need love tonight oh gee way kiss sweetie good miss nowwee want need love tonight waiting tonight loving hold tight tell baby got go got hii high light low key hear say oh better stay,1,"[ 0.00768887  0.00044199  0.01532467 ... -0.02429392  0.01728835
 -0.01456839]","[-0.20363889905715526, 0.1276069158070131, 0.046745094849625544, -0.1019895002901551, -0.04345950304623415, 0.0052810766956551064, 0.05151505986659384, 0.08424333456483278, 0.03275234350486056, -0.021630774198284512, -0.06966694749324055, 0.03455726787323065, -0.0020181207055978982, -0.05404918583037523, -0.0006109314615584029, -0.0016802961417062203, -0.015517129821605122, -0.02030914518560342, 0.008730222987890479, 0.006391106179635987, -0.014526799427630199, -0.00741061086182198, 0.014614230989964309, -0.0009169542871048983, -0.0019317237799105957, 0.062153039953381076, 0.03776819638110444, -0.006211584376620988, -0.0278675253395857, -0.03743493095009024, -0.04531006686470059, -0.00759013373567838, -0.014795657629405419, 0.0022095020297740594, 0.008085549787893012, 0.03571220738347414, 0.009988503537840795, 0.026116284180421355, -0.022116612507267788, -0.01598480054838969, 0.050613023450490485, -0.03649477590727547, 0.0009968418300454677, -0.025823858397139847, -0.0099363985173558, -0.02983271012870138, -0.0014331080234792266, 0.02222270793834974, 0.010008907640115777, 0.005531802073565723]"
going love tell mean central air breathe almost impossible believe mine like weekend year long hot jamaica sun winner hundred one yes something got something need right prove bended knee honey going love going say ever go away one million oh rare nightingale berkeley square,1,"[-0.01324112  0.01191701  0.00245238 ... -0.01752542 -0.00019379
 -0.02944935]","[-0.09723167242145818, 0.03066867214470837, 0.04091860634553697, 0.007152412209768682, 0.02486658282719888, 0.03889551363814948, 0.031906949456450735, -0.03463954091246173, -0.005068745208360926, 0.011543893438397559, 0.005588981679287945, -0.01599112192903245, 0.011823527978223562, -0.048782844710192896, -0.012081626617924238, 0.040906373466547075, 0.040490882736987366, -0.08164803606608331, 0.02462655974564288, 0.008887489077533582, -0.018541672756043223, 0.057684833107980074, -0.019916376345524716, 0.04919760524455684, 0.025061594774801323, 0.017351074700398726, -0.04127497476502146, 0.02503125500190237, -0.02882835681997428, -0.03637646474069072, 0.03620646266180446, 0.03543463267193456, -0.02615713288988773, -0.04118132302134865, -0.007947776526614088, -0.018546587449250293, -0.04667168469763639, -4.2024241071770215e-05, 0.03393644502063635, 0.03626811833712462, -0.0335023549016934, -0.045637238484060434, -0.004244048970041656, 0.023930122822274354, -0.01132542663127647, -0.015195051193959292, 0.05586562362357689, 0.024130431469131405, 0.002726062042848365, -0.03831869318809889]"
crop peach rootking orange piled creosote dump flying back mexico border take money wade back chorus goodby juan farewell roselita dy amiss jesus maria name ride big airplane,3,"[-0.01771668 -0.0250234   0.00858328 ...  0.00701755 -0.01024775
 -0.02440275]","[0.04275451366918459, 0.01672010437081354, 0.14664196429319035, 0.027438584988868222, 0.06249428027745492, 0.04827766453681296, 0.06266790447035266, 0.019482644882575877, -0.01220418455227153, 0.04605523003548808, 0.043452583005403236, -0.005481871943844109, 0.02461471339343674, -0.010035422608252518, -0.010417776099888669, -0.0767837961167659, 0.04707758862925527, -0.07324146484597194, 0.020126218307586763, -0.04583829219012501, -0.009725999956794735, -0.08656650655619741, -0.007154620142869205, -0.022460405866535322, 0.0049286652318273625, 0.020606178011155017, -0.009714140894079138, -0.01796321663916315, -0.0006355305609180856, 0.016756555854731806, 0.04883817813814932, -0.017122507180724715, -0.03932429284922675, -0.08161476333921663, -0.010307320260838408, 0.08720280078802102, -0.0037976893545752575, 0.009878603598814569, 0.0638991733360795, -0.01253515595937235, -0.009924576456495091, 0.009423085313838255, -0.06458666425562147, 0.024170215646560005, -0.015058089886223315, 0.025701708585175637, 0.017721231429263445, -0.002701095859668835, -0.01799801197987828, 0.01891688442815362]"
